id,index,batch,question_type,question,golden_answers,gold_sf_titles,step50_prediction,step50_candidates,step50_prediction_words,step50_direct_em,step50_direct_f1,step50_processed_em,step50_processed_f1,step75_prediction,step75_candidates,step75_prediction_words,step75_direct_em,step75_direct_f1,step75_processed_em,step75_processed_f1,step100_prediction,step100_candidates,step100_prediction_words,step100_direct_em,step100_direct_f1,step100_processed_em,step100_processed_f1,step50_to_step75_transition,step50_to_step75_f1_delta,step50_to_step75_prediction_changed,step50_to_step100_transition,step50_to_step100_f1_delta,step50_to_step100_prediction_changed,step75_to_step100_transition,step75_to_step100_f1_delta,step75_to_step100_prediction_changed,correctness_pattern_50_75_100
dev_5150,111,7,other,"According to the 2010 census, what was the population of the city in which Boyle's Thirty Acres was located?","247,597","Boyle's Thirty Acres | Jersey City, New Jersey","247,590.","247,590 | 247590",2,0.0,0.0,0.0,0.0,"247,590.","247,590 | 247590",2,0.0,0.0,0.0,0.0,"243,929.","243,929 | 243929",2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_6139,112,8,when/year,Air Chief Marshal Hugh Caswall Tremenheere Dowding was unwillingly replaced in command by a senior commander in the Royal Air Force born on what date?,23 December 1893,"Hugh Dowding | Hugh Dowding | Sholto Douglas, 1st Baron Douglas of Kirtleside","September 25, 1881.","September 25, 1881 | 1881-09-25 | 1881.09.25 | Sep 25, 1881",3,0.0,0.0,0.0,0.0,"June 15, 1892.","June 15, 1892 | 1892-06-15 | 1892.06.15 | Jun 15, 1892",3,0.0,0.0,0.0,0.0,"September 10, 1881.","September 10, 1881 | 1881-09-10 | 1881.09.10 | Sep 10, 1881",3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_5554,113,8,other,"Southern California Logistics Airport is how many miles northwest of Victorville, California?",8 miles,DARPA Grand Challenge (2007) | George Air Force Base,10.,10 miles | 10 mi,1,0.0,0.0,0.0,0.5,10.5 miles northwest.,10.5 miles northwest | 10.5 mi northwest | 10.5 miles NW | 10.5 mi NW,4,0.0,0.4,0.0,0.4,10.,10 miles | 10 mi,1,0.0,0.0,0.0,0.5,both_wrong,-0.09999999999999998,1,both_wrong,0.0,0,both_wrong,0.09999999999999998,1,000
dev_2527,114,8,what,What term is the current chairman of Prince William County serving?,fourth term,Prince William Board of County Supervisors | Prince William Board of County Supervisors | Corey Stewart (politician),four years.,four years,2,0.0,0.0,0.0,0.0,fifth term.,fifth term,2,0.0,0.5,0.0,0.5,Chairman.,Chairman,1,0.0,0.0,0.0,0.0,both_wrong,0.5,1,both_wrong,0.0,1,both_wrong,-0.5,1,000
dev_4410,115,8,which,"Which long-established US university is older: University of California, Berkeley or Syracuse University?","University of California, Berkeley","University of California, Berkeley | University of California, Berkeley | Syracuse University",Syracuse University.,Syracuse University | Syracuse,2,0.0,0.3333333333333333,0.0,0.3333333333333333,Syracuse University.,Syracuse University,2,0.0,0.3333333333333333,0.0,0.3333333333333333,"University of California, Berkeley.",,4,1.0,1.0,1.0,1.0,both_wrong,0.0,0,win,0.6666666666666667,1,win,0.6666666666666667,1,001
dev_4354,116,8,other,Be Quick '28  football club is locayed in what province?,Overijssel,Be Quick '28 | Zwolle,Bolzano.,Bolzano | South Tyrol | Alto Adige | Province of Bolzano | Bozen,1,0.0,0.0,0.0,0.0,Imperia.,Imperia,1,0.0,0.0,0.0,0.0,Imperia.,Imperia,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_298,117,8,other,"The mass killing that took place at Oakland, California on April 2, 2012 was less deadly than the one that took place on October 1, 2015 in which state?",Oregon,Oikos University shooting | Oikos University shooting | Umpqua Community College shooting | Umpqua Community College shooting,Nevada.,Nevada,1,0.0,0.0,0.0,0.0,Nevada.,Nevada,1,0.0,0.0,0.0,0.0,Nevada.,Nevada,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3707,118,8,what,What is the city in which Bauerfield International Ariport is based out of?,Port Vila,Bauerfield International Airport | Air Vanuatu,Port Vila.,,2,1.0,1.0,1.0,1.0,Port Vila.,,2,1.0,1.0,1.0,1.0,Port Vila.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_7252,119,8,which,"Which song did Eminem and Rihanna collaborate on after their other collaboration song in studio album ""Unapologetic?""",The Monster,The Monster (song) | Numb (Rihanna song),None.,None,1,0.0,0.0,0.0,0.0,Don't Stop the Music.,Don't Stop the Music,5,0.0,0.0,0.0,0.0,Numb.,Numb,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_6541,120,8,which,"Which game is designed by more persons, Elfenland or San Marco?",San Marco,Elfenland | San Marco (board game),"Neither, as both games were designed by one person each.",Neither | None | Both games were designed by one person each,10,0.0,0.0,0.0,0.0,Elfenland and San Marco were designed by the same number of persons.,Elfenland and San Marco were designed by the same number of persons | Both Elfenland and San Marco were designed by the same number of designers,12,0.0,0.3076923076923077,0.0,0.3076923076923077,Elfenland.,Elfenland,1,0.0,0.0,0.0,0.0,both_wrong,0.3076923076923077,1,both_wrong,0.0,1,both_wrong,-0.3076923076923077,1,000
dev_4502,121,8,which,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida","Primetime Race Group | Hollywood, Florida",Hollywood.,Hollywood,1,0.0,0.6666666666666666,0.0,0.6666666666666666,Hollywood.,Hollywood,1,0.0,0.6666666666666666,0.0,0.6666666666666666,Hollywood.,Hollywood,1,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3397,122,8,what,"What is the worth of the logo that appears alongside the ""Just Do It"" slogan?",$26 billion,Just Do It | Swoosh,$26 billion.,,2,1.0,1.0,1.0,1.0,$26 billion.,,2,1.0,1.0,1.0,1.0,$26 billion.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6583,123,8,other,Tim O'Kelly was cast in a film because he resembled a killer nicknamed what?,Texas Tower Sniper,Tim O'Kelly | Charles Whitman,The Checkbook Kid.,The Checkbook Kid,3,0.0,0.0,0.0,0.0,The Check Doctor.,The Check Doctor,3,0.0,0.0,0.0,0.0,The Check Doctor.,The Check Doctor,3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_3525,124,8,which,"Which Lithuanian-Canadian anthropologist, primatologist, conservationist, ethologist, and author was chosen by  Louis Leakey, along with Jane Goodall, Dian Fossey to study hominids in their natural environments?",Birutė Marija Filomena Galdikas,The Trimates | Birutė Galdikas,Jane Goodall.,Jane Goodall,2,0.0,0.0,0.0,0.0,Birutė Galdikas.,Birutė Galdikas,2,0.0,0.6666666666666666,0.0,0.6666666666666666,Birutė Galdikas.,Birutė Galdikas,2,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.6666666666666666,1,both_wrong,0.6666666666666666,1,both_wrong,0.0,0,000
dev_6040,125,8,which,"Which of the following works was completed first, Something Wicked This Way Comes or The Wind in the Willows?",The Wind in the Willows,Something Wicked This Way Comes (film) | The Wind in the Willows,Something Wicked This Way Comes.,Something Wicked This Way Comes,5,0.0,0.0,0.0,0.0,The Wind in the Willows.,,5,1.0,1.0,1.0,1.0,The Wind in the Willows.,,5,1.0,1.0,1.0,1.0,win,1.0,1,win,1.0,1,both_correct,0.0,0,011
dev_4526,126,8,which,Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,Ricard Rubio i Vives,2011–12 Minnesota Timberwolves season | 2011–12 Minnesota Timberwolves season | Ricky Rubio | Ricky Rubio,Ricky Rubio.,Ricky Rubio,2,0.0,0.3333333333333333,0.0,0.3333333333333333,Ricky Rubio.,Ricky Rubio,2,0.0,0.3333333333333333,0.0,0.3333333333333333,Ricky Rubio.,Ricky Rubio,2,0.0,0.3333333333333333,0.0,0.3333333333333333,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_890,127,8,other,"In which genus number of species are more, Lavatera or Oplismenus?",Oplismenus,Lavatera | Oplismenus | Oplismenus,Oplismenus.,,1,1.0,1.0,1.0,1.0,Lavatera.,Lavatera,1,0.0,0.0,0.0,0.0,Oplismenus.,,1,1.0,1.0,1.0,1.0,loss,-1.0,1,both_correct,0.0,0,win,1.0,1,101
dev_6714,128,9,what,What is the population of the city as of the 2010 Census where the band Quincy Mumford & The Reason Why is based?,"16,116","Quincy Mumford | Asbury Park, New Jersey","16,116.",,2,1.0,1.0,1.0,1.0,"16,116.",,2,1.0,1.0,1.0,1.0,"16,116.",,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_495,129,9,numeric,How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,"4,613",Ron Joyce | Ron Joyce | Tim Hortons,"6,537.","6,537 | 6537",2,0.0,0.0,0.0,0.0,"6,537.","6,537 | 6537",2,0.0,0.0,0.0,0.0,"6,537.","6,537 | 6537",2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_6268,130,9,which,"Which is located in India, University of the Philippines or The Northcap University?",The NorthCap University,University of the Philippines | The Northcap University,The Northcap University.,,3,1.0,1.0,1.0,1.0,The Northcap University.,,3,1.0,1.0,1.0,1.0,The Northcap University.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3594,131,9,who,"Who was born first, Ronnie Radke or Dave Brockie?",Dave Brockie,Ronnie Radke | Dave Brockie | Dave Brockie,Dave Brockie.,,2,1.0,1.0,1.0,1.0,Dave Brockie.,,2,1.0,1.0,1.0,1.0,Dave Brockie.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_67,132,9,what,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?",Usher,I Don't Wanna Know | Yeah! (Usher song),Bananarama.,Bananarama,1,0.0,0.0,0.0,0.0,Bananarama.,Bananarama,1,0.0,0.0,0.0,0.0,Billy Joel.,Billy Joel,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_2175,133,9,what,What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,We Need a Little Christmas (album) | We Need a Little Christmas (album) | Hark! The Herald Angels Sing | Hark! The Herald Angels Sing,The Andy Williams Christmas Album.,,5,1.0,1.0,1.0,1.0,Deck the Halls.,Deck the Halls,3,0.0,0.0,0.0,0.0,Andy Williams' Greatest Hits.,Andy Williams' Greatest Hits,4,0.0,0.5,0.0,0.5,loss,-1.0,1,loss,-0.5,1,both_wrong,0.5,1,100
dev_5591,134,9,when/year,"The saint in ""A Time for Miracles"" was born on what date?","August 28, 1774",A Time for Miracles | Elizabeth Ann Seton,"January 28, 1774.","January 28, 1774 | 1774-01-28 | 1774.01.28 | Jan 28, 1774",3,0.0,0.6666666666666666,0.0,0.6666666666666666,"November 20, 1864.","November 20, 1864 | 1864-11-20 | 1864.11.20 | Nov 20, 1864",3,0.0,0.0,0.0,0.0,"January 28, 1774.","January 28, 1774 | 1774-01-28 | 1774.01.28 | Jan 28, 1774",3,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,-0.6666666666666666,1,both_wrong,0.0,0,both_wrong,0.6666666666666666,1,000
dev_6343,135,9,other," VEU, the American television channel owned by Golden West Broadcasting was similar to a defunct television servied owned by who?",National Subscription Television,VEU | VEU | ONTV (pay TV),Viacom.,Viacom,1,0.0,0.0,0.0,0.0,Warner Communications.,Warner Communications,2,0.0,0.0,0.0,0.0,"Warner Bros. Entertainment, Inc.","Warner Bros. Entertainment, Inc. | Warner Bros. Entertainment | Warner Bros.",4,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_1930,136,9,which,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,The Wind in the Willows | The Bears and I,The Wind in the Willows.,,5,1.0,1.0,1.0,1.0,The Wind in the Willows.,,5,1.0,1.0,1.0,1.0,The Wind in the Willows.,,5,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3941,137,9,other,"Whiich genus has more species, Dracula or Pistacia?",Dracula,Dracula (plant) | Pistacia,Pistacia.,Pistacia,1,0.0,0.0,0.0,0.0,Pistacia.,Pistacia,1,0.0,0.0,0.0,0.0,Pistacia.,Pistacia,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_2955,138,9,other,The Party Machine with Nia Peeples was executive produced by the talk show host whose show originally ran during what time period?,from 1989 until 1994,The Party Machine with Nia Peeples | Arsenio Hall,"January 3, 1989, to May 27, 1994.","January 3, 1989, to May 27, 1994 | 1989-01-03 to 1994-05-27 | 1989.01.03 to 1994.05.27 | Jan 3, 1989, to May 27, 1994",7,0.0,0.36363636363636365,0.0,0.36363636363636365,"January 3, 1989, to May 27, 1994.","January 3, 1989, to May 27, 1994 | 1989-01-03 to 1994-05-27 | 1/3/1989 to 5/27/1994 | 01/03/1989 to 05/27/1994",7,0.0,0.36363636363636365,0.0,0.36363636363636365,"January 3, 1989, to May 27, 1994.","January 3, 1989, to May 27, 1994 | 1989-01-03 to 1994-05-27 | 01/03/1989 to 05/27/1994 | Jan 3, 1989, to May 27, 1994",7,0.0,0.36363636363636365,0.0,0.36363636363636365,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3500,139,9,other,Spring Waltz starred the American actor who is known for what 2007 film?,My Father,Spring Waltz | Daniel Henney,Havoc.,Havoc,1,0.0,0.0,0.0,0.0,Friday the 13th: Part VIII – Jason Takes Manhattan.,Friday the 13th: Part VIII – Jason Takes Manhattan | Friday the 13th Part 8: Jason Takes Manhattan | Friday the 13th Part VIII: Jason Takes Manhattan,8,0.0,0.0,0.0,0.0,Night at the Museum.,Night at the Museum,4,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_6607,140,9,yes/no, Are Isaac Asimov and Michael Cunningham both American writers?,no,Isaac Asimov | Michael Cunningham,Yes.,Yes,1,0.0,0.0,0.0,0.0,Yes.,Yes,1,0.0,0.0,0.0,0.0,Yes.,Yes,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_6509,141,9,what,What is the middle name of the female MSNBC journalist critiqued on the Daily Howler?,Anne,The Daily Howler | The Daily Howler | Rachel Maddow,Victoria.,Victoria,1,0.0,0.0,0.0,0.0,Louise.,Louise,1,0.0,0.0,0.0,0.0,Louise.,Louise,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_460,142,9,other, William Cammisano was part of which Mafia family?,Kansas City crime family,William Cammisano | Kansas City crime family,Kansas City crime family.,,4,1.0,1.0,1.0,1.0,Kansas City crime family.,,4,1.0,1.0,1.0,1.0,Kansas City crime family.,,4,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5557,143,9,who,Who directed the 1971 film in which Pat Ashton starred in?,Harry Booth,Pat Ashton | On the Buses (film),Harry Booth.,,2,1.0,1.0,1.0,1.0,Harry Booth.,,2,1.0,1.0,1.0,1.0,Harry Booth.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4147,144,10,yes/no,Are Castor et Pollux and Manon Lescaut composed by the same people?,no,Castor et Pollux | Manon Lescaut (Puccini),No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_715,145,10,other,Into Dust is a song by the alternative rock band formed in which city?,"Santa Monica, California",Into Dust | Mazzy Star,Santa Monica.,Santa Monica,2,0.0,0.8,0.0,0.8,Santa Monica.,"Santa Monica | Santa Monica, CA | Santa Monica, California",2,0.0,0.8,1.0,1.0,Santa Monica.,"Santa Monica | Santa Monica, CA | Santa Monica, California",2,0.0,0.8,1.0,1.0,win,0.19999999999999996,0,win,0.19999999999999996,0,both_correct,0.0,0,011
dev_1105,146,10,yes/no,Are Über Goober and American Jobs both documentaries about gaming?,no,Über Goober | American Jobs,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_246,147,10,numeric,"How many laps did Harry Prowell run during the 10,000 metres race at the 1967 Pan American Games?",25 laps,"Harry Prowell | 10,000 metres",0.,0,1,0.0,0.0,0.0,0.0,0.,0 | zero,1,0.0,0.0,0.0,0.0,25.,25 | twenty-five,1,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.6666666666666666,1,both_wrong,0.6666666666666666,1,000
dev_3427,148,10,yes/no,"Are Cryptanthus and Gagea, both a genus?",yes,Cryptanthus | Gagea,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3336,149,10,which,Which of the following was founded in 2003: University of Arizona or Presbyterian University College?,Presbyterian University College,University of Arizona | Presbyterian University College | Presbyterian University College,Presbyterian University College.,,3,1.0,1.0,1.0,1.0,Presbyterian University College.,,3,1.0,1.0,1.0,1.0,Presbyterian University College.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6140,150,10,other,"The song by English indie rock band Florence and the Machine written by Florence Welch and Francis ""Eg"" White and released in 2011 is named after the painting which was completed in which year?",1938,What the Water Gave Me (song) | What the Water Gave Me (song) | What the Water Gave Me (painting),1916.,1916 | 1916 AD | 1916 CE | The year 1916,1,0.0,0.0,0.0,0.0,1950.,"1950 | 1950-01-01 | 1950.01.01 | Jan 1, 1950",1,0.0,0.0,0.0,0.0,1840.,1840 | 1840 AD | 1840 CE,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_1147,151,10,other,The Joggers are a four-piece band whose lead singer is the son of an American chemist who received the highest what?,Hirsch index rating,The Joggers | The Joggers | The Joggers | George M. Whitesides | George M. Whitesides,National Medal of Technology and Innovation.,National Medal of Technology and Innovation,6,0.0,0.0,0.0,0.0,National Medal of Science.,National Medal of Science,4,0.0,0.0,0.0,0.0,Nobel Prize.,Nobel Prize,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_5365,152,10,who,"Who was born first, Lecrae Devaughn Moore or Gawvi?",Lecrae Devaughn Moore,Gawvi | Lecrae,Lecrae Devaughn Moore.,,3,1.0,1.0,1.0,1.0,Lecrae Devaughn Moore.,,3,1.0,1.0,1.0,1.0,Gawvi.,Gawvi,1,0.0,0.0,0.0,0.0,both_correct,0.0,0,loss,-1.0,1,loss,-1.0,1,110
dev_2328,153,10,yes/no,Is Cartagena or Chess more popular around the world?,Chess,Cartagena (board game) | Chess | Chess,Chess.,,1,1.0,1.0,1.0,1.0,Chess.,,1,1.0,1.0,1.0,1.0,Chess.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4648,154,10,what,What is the gross leasable area of the shopping mall served by the Merrick Boulevard buses?,1800000 sqft,Merrick Boulevard buses | Merrick Boulevard buses | Green Acres Mall | Green Acres Mall,1.1 million square feet.,"1.1 million square feet | 1,100,000 square feet",5,0.0,0.0,0.0,0.0,1.1 million square feet.,"1.1 million square feet | 1,100,000 square feet",5,0.0,0.0,0.0,0.0,1.1 million square feet.,"1.1 million square feet | 1,100,000 square feet",5,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3895,155,10,other,The University of the Pacific Tigers are led by which American retired professional basketball player and the current head men's basketball coach at the University of the Pacific?,Damon Stoudamire,Pacific Tigers men's basketball | Damon Stoudamire,Damon Stoudamire.,,2,1.0,1.0,1.0,1.0,Damon Stoudamire.,,2,1.0,1.0,1.0,1.0,Damon Stoudamire.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3608,156,10,where,"Where is the company that distributed XXXTentacion's single ""Revenge"" based?","San Francisco, California",Revenge (song) | Empire Distribution,"San Francisco, California.",,3,1.0,1.0,1.0,1.0,"San Francisco, California.",,3,1.0,1.0,1.0,1.0,"San Francisco, California.",,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3570,157,10,what,What is the fourth most populous urban area in the Republic of Ireland and has the housing estate Corrib Park?,Galway,Corrib Park | Galway,Galway.,,1,1.0,1.0,1.0,1.0,Cork.,Cork,1,0.0,0.0,0.0,0.0,Galway.,,1,1.0,1.0,1.0,1.0,loss,-1.0,1,both_correct,0.0,0,win,1.0,1,101
dev_1162,158,10,other, The Nantahala National Forest and the Croatan National Forest are both located in which state?,North Carolina,Croatan National Forest | Nantahala National Forest,North Carolina.,,2,1.0,1.0,1.0,1.0,North Carolina.,,2,1.0,1.0,1.0,1.0,North Carolina.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_895,159,10,other,"Liz Rose has co-written songs with which artist including ""White Horse"" and ""You Belong with Me""?",Taylor Swift,Liz Rose | Liz Rose | You Belong with Me,Taylor Swift.,,2,1.0,1.0,1.0,1.0,Taylor Swift.,,2,1.0,1.0,1.0,1.0,Taylor Swift.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6834,160,11,what,What team does the third place winner from the 2006 San Marino Grand Prix currently compete with?,Team Penske,2006 San Marino Grand Prix | Juan Pablo Montoya,None.,None,1,0.0,0.0,0.0,0.0,Ferrari.,Ferrari,1,0.0,0.0,0.0,0.0,"The third place winner from the 2006 San Marino Grand Prix, Giancarlo Fisichella, is no longer active in Formula One, so he does not currently compete with any team.",Giancarlo Fisichella does not currently compete with any team | Fisichella does not currently compete with any team,29,0.0,0.06896551724137931,0.0,0.2,both_wrong,0.0,1,both_wrong,0.2,1,both_wrong,0.2,1,000
dev_954,161,11,what,What is another name for the LRA featured in A Brilliant Genocide?,United Holy Salvation Army and Uganda Christian Army/Movement,A Brilliant Genocide | A Brilliant Genocide | Lord's Resistance Army,Lord's Resistance Movement.,Lord's Resistance Movement | LRA,4,0.0,0.0,0.0,0.0,Lord's Resistance Army.,Lord's Resistance Army | LRA,4,0.0,0.18181818181818182,0.0,0.18181818181818182,Lord's Resistance Movement.,Lord's Resistance Movement | LRA,4,0.0,0.0,0.0,0.0,both_wrong,0.18181818181818182,1,both_wrong,0.0,0,both_wrong,-0.18181818181818182,1,000
dev_6763,162,11,what,What king was the intended victim of the plot that Thomas Arundell was briefly suspected of being a part of the same year he became the 1st Baron Arundell of Wardour?,James I,"Thomas Arundell, 1st Baron Arundell of Wardour | Thomas Arundell, 1st Baron Arundell of Wardour | Gunpowder Plot",King James I.,King James I | James I,3,0.0,0.8,1.0,1.0,King James I.,King James I | James I,3,0.0,0.8,1.0,1.0,King James I.,King James I | James I,3,0.0,0.8,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4305,163,11,who,Who captained the team popularly referred to as the Shaheens during the teams test match against the New Zealand national cricket team?,Javed Miandad,Pakistani cricket team in New Zealand in 1992–93 | Pakistani cricket team in New Zealand in 1992–93 | Pakistan national cricket team,Lahiru Thirimanne.,Lahiru Thirimanne,2,0.0,0.0,0.0,0.0,Abdul Hafeez Kardar.,Abdul Hafeez Kardar,3,0.0,0.0,0.0,0.0,Abdul Hafeez Kardar.,Abdul Hafeez Kardar,3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_1938,164,11,when/year,In what year was the British actress who starred in a film adaptation of a series of eight children's books written by P. L. Travers born?,9 November 1955,Karen Dotrice | Mary Poppins,1935.,1935,1,0.0,0.0,0.0,0.0,1935.,1935,1,0.0,0.0,0.0,0.0,1935.,1935,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_4504,165,11,which,"Which group of people in West Africa with significant populations in Ghana, Ivory Coast, Liberia and Sierra Leone use the Ida?",The Yoruba,Ida (sword) | Yoruba people | Yoruba people,Mende.,Mende,1,0.0,0.0,0.0,0.0,Kru people.,Kru people | Kru,2,0.0,0.0,0.0,0.0,Mende.,Mende,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,0,both_wrong,0.0,1,000
dev_4090,166,11,other,In which poetic form is Mad Girl's Love Song written and appears in the novel The Bell Jar by Sylvia Plath?,the villanelle poetic form,Mad Girl's Love Song | The Bell Jar,villanelle.,villanelle,1,0.0,0.5,0.0,0.5,villanelle.,villanelle,1,0.0,0.5,0.0,0.5,villanelle.,villanelle,1,0.0,0.5,0.0,0.5,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_621,167,11,what,What indigenous American ethnic group that inhabits land in the northern United States and southern Canada was part of the Treaty of Springwells?,Odawa,Treaty of Springwells | Odawa,"Wyandot, Delaware, Seneca, Shawnee, Miami, Chippewa, Ottawa, and Potawatomi.",Wyandot | Delaware | Seneca | Shawnee | Miami | Chippewa | Ottawa | Potawatomi,9,0.0,0.0,0.0,0.0,Potawatomi.,Potawatomi,1,0.0,0.0,0.0,0.0,Ottawa.,Ottawa,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_1055,168,11,other,The physicist who is responsible for identifying the Rabi cycle won what award?,Nobel Prize,Rabi cycle | Rabi cycle | Isidor Isaac Rabi,Nobel Prize.,,2,1.0,1.0,1.0,1.0,Nobel Prize.,,2,1.0,1.0,1.0,1.0,Nobel Prize.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2376,169,11,other,Mehdi Hashemi was thought to be guilty of opposition to the Iranian regime's dealings during what President's administration?,Reagan,Mehdi Hashemi | Iran–Contra affair,Ronald Reagan.,Ronald Reagan | Reagan,2,0.0,0.6666666666666666,1.0,1.0,Ronald Reagan.,Ronald Reagan | Reagan,2,0.0,0.6666666666666666,1.0,1.0,Ronald Reagan.,Ronald Reagan | Reagan,2,0.0,0.6666666666666666,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6390,170,11,other,Ganjam district is located in an indian state located in which part of India ?,eastern India,Surada | Odisha,eastern.,eastern,1,0.0,0.6666666666666666,0.0,0.6666666666666666,eastern.,eastern,1,0.0,0.6666666666666666,0.0,0.6666666666666666,eastern.,eastern,1,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
